file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,quality_score,categ,caps_header
CTX195704328,1,1,Kat- obec: C H 0 D O UNY,,,eng,0.75,1639.73,8,24,0.0417,0,0,0,0,0,0.25,0.4286,0.6042,Trash,False
CTX195704328,1,2,Osada:,,,eng,0.9951,1675.96,1,6,0.1667,0,0,0,0,0,0.0,0.6,0.8056,Clear,False
CTX195704328,1,3,Trať: Čmejlova pískovna,,,eng,0.9887,388.6,3,23,0.0435,0,0,0,0,0,0.0,0.35,0.8988,Clear,False
CTX195704328,1,4,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX195704328,1,5,tou;,,,eng,0.75,2013.4,1,4,0.25,0,0,0,0,0,0.0,0.6667,0.7735,Trash,False
CTX195704328,1,6,Okres: Roudnice n. Labem,,,eng,0.7671,2581.08,4,24,0.0417,0,0,0,0,0,0.125,0.4211,0.7041,Clear,False
CTX195704328,1,7,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX195704328,1,8,4 - 1957,,,,0.0,0.0,0,8,0.0,0,0,0,0,0,0.0,0.0,0.0,Non-text,False
CTX195704328,1,9,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX195704328,1,10,T>r«l.. a k«Uurn: ojedinělý - únětická,,,eng,1.0,534.92,6,38,0.1053,2,1,0,0,1,0.2333,0.4615,0.6331,Noisy,False
CTX195704328,1,11,pohřebiště - lužická,,,eng,1.0,143.69,3,20,0.0,0,0,0,0,0,0.1667,0.4118,0.7709,Clear,False
CTX195704328,1,12,ved. výzkurnu,,,eng,0.9964,626.38,2,13,0.0,0,0,0,0,0,0.0,0.3636,0.8726,Clear,False
CTX195704328,1,13,Zdráva / za obdobi,,,eng,0.9585,1326.8,4,18,0.0,0,0,0,0,0,0.0,0.4286,0.7038,Clear,False
CTX195704328,1,14,veý. oddélcni,,,eng,0.75,5289.46,2,13,0.0,0,0,0,0,0,0.0,0.4545,0.6976,Noisy,False
CTX195704328,1,15,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,Empty,False
CTX195704328,1,16,"Dne 26.1X.1957 jsem zajel do Chodoun, abych zjistil možnosti",,,eng,0.9995,556.59,9,60,0.0,0,0,0,0,0,0.0,0.3571,0.8611,Clear,False
CTX195704328,1,17,"výzkumu lužického žárového pohřebiště, plánovaného na srpen 1958# Naleziště",Na,,eng,1.0,243.85,9,75,0.0133,1,0,0,0,0,0.0444,0.4262,0.8844,Clear,False
CTX195704328,1,18,"je asi 1 km vých. od obce v malé pískovně, kde místní občané",,leziště,eng,0.9998,489.55,13,60,0.0,0,0,0,0,0,0.0385,0.4,0.8107,Clear,False
CTX195704328,1,19,těží dle potřeby písek. Přilehlé pole je oseto vojtěškou. Majitel obou,,,eng,1.0,292.77,11,70,0.0,0,0,0,0,0,0.0,0.4655,0.9253,Clear,False
CTX195704328,1,20,pozemků neměl námitek proti provedení výzkumu.,,,eng,1.0,363.92,6,46,0.0,0,0,0,0,0,0.0,0.425,0.9271,Clear,False
CTX195704328,1,21,"V těchto místech byl koncem r.1954 rozrušen 1 žárový hrob, obložený",ob,,eng,1.0,348.6,11,67,0.0,0,0,0,0,0,0.0455,0.36,0.8562,Clear,False
CTX195704328,1,22,opukovými deskami a s keramikou s hladce vymezenými prsovitý-,,ložený,eng,0.9885,639.85,9,61,0.0,0,0,0,0,0,0.0,0.4615,0.8321,Clear,False
CTX195704328,1,23,mi vypnulinami (převzal tehdy referent v zastoupení KM Teplice).,,,eng,1.0,2162.26,9,64,0.0,0,0,0,0,0,0.0,0.3962,0.7681,Clear,False
CTX195704328,1,24,V r.1955 získalo odtud museum v Budyni n.Ohří další rozrušený hrob,,,eng,0.9979,713.54,11,66,0.0,0,1,0,0,0,0.0091,0.4,0.8478,Clear,False
